sugcode,taskid,task
8111/04,T.15018,Place tobacco products on conveyors for packaging.
8111/04,T.13747,Observe and listen to machinery operation to detect equipment malfunctions.
8111/04,T.12888,"Measure or weigh ingredients, using scales or measuring containers."
8111/04,T.14620,Pack inspected products for delivery.
8111/04,T.19186,"Separate products according to weight, grade, size, or composition of materials used to produce them."
8112/00,T.05443,"Cut products to specified dimensions, using hand or power cutters."
8112/00,T.14058,"Operate machines to twist strands of yarn, enhancing their strength, smoothness, or uniformity."
8112/00,T.14142,"Operate textile machines for winding, twisting, knitting, weaving, bonding, or stretching."
8112/00,T.19651,Spin fibres into yarn for textile manufacturing.
8112/00,T.03015,Clean and lubricate equipment as part of machine maintenance.
8112/00,T.05450,"Cut threads to remove loaded bobbins, using knives."
8112/00,T.13452,Monitor textile processing operations to detect malfunctions and maintain quality.
8112/00,T.14068,Operate multi-unit winding machines to wind thread onto bobbins for various textile machinery.
8112/00,T.19470,"Shape or cut materials to specified measurements, using hand tools, machines, or power saws."
8112/00,T.00254,Adjust machine settings such as speed or tension to produce products that meet specifications.
8112/00,T.10187,Insert bobbins into machines.
8112/00,T.10357,Inspect products to ensure they meet specifications.
8112/00,T.13761,Observe bobbins as they are winding.
8112/00,T.15013,"Place spools of thread or pre-wound bobbins into shuttles, spindles, or loopers of stitching machines."
8112/00,T.19439,"Set up, operate, and adjust conventional or CNC machining equipment settings and programmes."
8112/00,T.02967,"Check, clean, sharpen, or change blades on cutting equipment."
8112/00,T.08939,"Follow instructions on grain lines, pairs, and quantities during cutting to minimise material wastage."
8112/00,T.10325,"Inspect material to ensure it meets quality standards, identifying and reporting flaws and faults such as shading, holes, overprint, scruffs, fibre structure and marks."
8112/00,T.13394,Monitor production processes and report any operational issues.
8112/00,T.14935,Perform test production runs and make adjustments as necessary to ensure that completed products meet standards and specifications.
8112/00,T.19057,Select material to be cut and check against the job sheet/specification for availability.
8112/00,T.19716,"Start machines, monitor operations, and make adjustments as needed."
8112/00,T.02622,Carry out first line preventative maintenance on cutting equipment to ensure efficient performance.
8112/00,T.08244,"Estimate and calculate material requirements for cutting, considering factors like material relaxation and spreading."
8112/00,T.10319,Inspect machinery or equipment to diagnose faults.
8112/00,T.12863,Measure bobbins periodically using gauges.
8112/00,T.15714,"Prepare materials for cutting, ensuring fabric pile and print are appropriately considered."
8112/00,T.17721,Remove spindles from machines.
8112/00,T.18680,"Review samples as part of the production team, analyse any necessary changes, and make adjustments to the patterns."
8112/00,T.19781,Stop machines when specified amounts of product have been produced.
8112/00,T.20866,Trim excess material or cut threads off finished products for a smoother finish.
8112/00,T.09242,Group or sort components together for the next production stage.
8112/00,T.11370,"Level and align machine components such as dies, cutters, and needles for operation readiness."
8112/00,T.16961,Read and interpret cutting instructions to plan the day's cutting schedule.
8112/00,T.17865,Replace depleted supply packages with full packages.
8112/00,T.19186,"Separate products according to weight, grade, size, or composition of materials used to produce them."
8112/00,T.20842,Treat fabrics to make them stain or crease resistant.
8112/00,T.03127,Clean production areas to maintain hygiene and safety standards.
8112/00,T.08496,Examine guides and specification sheets to identify setup requirements.
8112/00,T.10559,Install machinery parts to ensure operational efficiency.
8112/00,T.15358,Position patterns of garment parts on fabric.
8112/00,T.16986,"Read job sheets to determine required processes, techniques, materials, or equipment."
8112/00,T.17858,Replace defective components or parts using hand tools and precision instruments.
8112/00,T.17965,Report malfunctioning equipment to supervisors to arrange repairs.
8112/00,T.20157,Support continuous improvement activity within the organisation.
8112/00,T.09533,"Identify and report issues internally throughout the production process, which affect quality and meeting deadlines."
8112/00,T.12793,"Mark or discard items with defects such as spots, stains, scars, snags, chips, scratches, or unacceptable shapes or finishes."
8112/00,T.17273,Record fabric tensions and machine speeds.
8112/00,T.17867,Replace dulled cutting tools such as saws.
8112/00,T.20805,Transport material safely to the cutting table/area.
8112/00,T.03855,Complete work docket documentation for cutting processes.
8112/00,T.10855,Interpret product design briefs and draft patterns that reflect the design and technical specifications using pattern cutting methods.
8112/00,T.15609,Prepare equipment and materials for the oncoming shift.
8112/00,T.17278,Record grade or identification numbers on tags and documentation.
8112/00,T.17920,Report any shortages or quality issues with selected materials.
8112/00,T.20761,Transfer marks and notches to the material using the appropriate tools.
8113/00,T.00185,Adhere to health and safety requirements in the workplace.
8113/00,T.11734,Maintain cleanliness of work area.
8113/00,T.17589,Regulate or shut down equipment during emergency situations as directed by supervisory personnel.
8113/00,T.19397,Set up machinery for production.
8113/00,T.00236,"Adjust equipment positions, speeds, timing, and material flows using controls."
8113/00,T.03015,Clean and lubricate equipment as part of machine maintenance.
8113/00,T.11663,Maintain and adjust equipment for optimal performance.
8113/00,T.13225,Monitor chemical processing operations to ensure efficiency and safety.
8113/00,T.17330,Record pressures as operational data.
8113/00,T.19178,Send samples to laboratories for analysis to ensure product quality.
8113/00,T.21641,Work as part of the team and contribute to service improvement.
8113/00,T.02698,Carry out pre-start checks of equipment and processes before operation or as part of handover.
8113/00,T.10339,"Inspect operating units, such as towers, soap-spray storage tanks, scrubbers, collectors, or dryers to ensure functionality."
