task_handle,occupation_code,task_description,justification,prob_E0,prob_E1,prob_E2,prob_E3
ccalca,91,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic is often performed with readily available calculators or even mentally, minimizing LLM impact, though occasional complex calculations might benefit.",0.9,0.1,0,0
cpercent,91,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Similar to basic arithmetic, existing tools are highly efficient for these calculations, limiting the potential for LLMs to offer significant time savings.",0.9,0.1,0,0
cstrength,91,"Carrying, pushing, or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact beyond perhaps assisting with optimized routes or load distribution via specialized applications (E2).",0.95,0,0.05,0
cstamina,91,Working for long periods on physical activities,"Stamina is inherently physical; LLMs offer no direct reduction in exertion, though some imaginable applications (E2) might optimize work patterns for fatigue reduction.",0.99,0,0.01,0
chands,91,"Mending, repairing, assembling, constructing or adjusting things","While primarily manual, LLMs could provide instructions or diagrams (E1), and AR applications (E2) or image recognition (E3) might guide repairs or assembly, though the physical nature limits impact.",0.7,0.05,0.2,0.05
ctools,91,"Knowledge of how to use or operate tools, equipment or machinery","LLMs could provide textual instructions (E1), AR applications (E2) could offer real-time guidance, and image recognition (E3) might assist in identifying tools or parts, but hands-on experience remains crucial.",0.6,0.15,0.2,0.05
cplanme,91,Planning one's own activities within the context of elementary trades and related occupations.,"Planning for these roles is often simple and dictated by immediate needs or supervisor instructions, leaving little room for LLM impact.",0.9,0.05,0.05,0
cplanoth,91,Planning the activities of others in elementary trades and related occupations.,Workers in these roles rarely plan for others; task delegation typically comes from supervisors or more senior workers.,0.95,0.03,0.02,0
cmytime,91,Organizing one's own time in the context of elementary trades and related occupations.,"While some personal time management is involved, these roles often have structured schedules with limited flexibility for LLM impact.",0.85,0.1,0.05,0
cahead,91,"Thinking ahead in the context of elementary trades and related occupations, anticipating potential issues or needs.","Thinking ahead is part of the job, but usually involves practical, on-the-spot decisions rather than complex planning amenable to LLM assistance.",0.9,0.05,0.05,0
cimpl,91,Developing plans to put new ideas into practice in elementary trades and related occupations.,"Implementing new ideas is rare in these typically routine, procedure-driven roles, making LLM assistance highly unlikely.",0.98,0.01,0.01,0
cmefeel,91,"Managing your own feelings in the context of elementary trades and related occupations, such as dealing with stress, frustration, or boredom during repetitive manual tasks.","Managing one's feelings in these occupations relies primarily on personal coping mechanisms and social support, with limited potential for LLM impact.",0.9,0.05,0.05,0
cothfeel,91,"Handling the feelings of other people in the context of elementary trades and related occupations, such as interacting with coworkers, supervisors, or occasionally the public.","Interpersonal interactions in these roles rely heavily on direct communication and practical problem-solving, with limited scope for LLM assistance.",0.85,0.1,0.05,0
clookprt,91,"Looking the part in the context of elementary trades and related occupations, which typically involves wearing appropriate work attire and maintaining a professional appearance suitable for manual labor.","Looking the part in these roles is entirely determined by physical appearance and adherence to workplace dress codes, with no relevance for LLMs.",1,0,0,0
csoundprt,91,"Sounding the part in the context of elementary trades and related occupations, which typically involves clear and concise communication with coworkers and supervisors, often in noisy environments.","Effective communication in these roles relies on practical language and direct interaction, with minimal potential for LLM impact.",0.95,0.05,0,0
cpeople,91,"Dealing with people in the context of elementary trades and related occupations, such as interacting with supervisors, co-workers, or occasionally the public.","Dealing with people in these roles primarily involves face-to-face interaction and practical coordination, offering minimal opportunity for LLM-driven time reduction.",0.95,0.05,0,0
ccaring,91,"Counselling, advising, or caring for customers or clients is unlikely in elementary trades occupations, which typically focus on manual tasks rather than direct customer interaction.","These roles rarely involve direct customer interaction or providing advice, making LLM application highly improbable.",0.99,0.01,0,0
